candidate_ref,instrument,item_id,response,score,error_code,criterion,corrector_ref,session_date
CL-2026-0002,FR-EAF/oral,FR-EAF-0-COMP,3,,,,COR-01,2026-09-15
CL-2026-0002,FR-EAF/oral,FR-EAF-0-ANAL,2,,,,COR-01,2026-09-15
CL-2026-0002,FR-EAF/oral,FR-EAF-0-CULT,3,,,,COR-01,2026-09-15
CL-2026-0002,FR-EAF/oral,FR-EAF-0-GRAM,2,,,,COR-01,2026-09-15
CL-2026-0002,FR-EAF/oral,FR-EAF-CULT-01,A,1,,,COR-01,2026-09-15
CL-2026-0002,FR-EAF/oral,FR-EAF-CULT-02,B,1,,,COR-01,2026-09-15
CL-2026-0002,FR-EAF/oral,FR-EAF-CULT-03,B,1,,,COR-01,2026-09-15
CL-2026-0002,FR-EAF/oral,FR-EAF-CULT-04,B,1,,,COR-01,2026-09-15
CL-2026-0002,FR-EAF/oral,FR-EAF-CULT-05,A,0,,,COR-01,2026-09-15
CL-2026-0002,FR-EAF/oral,FR-EAF-CULT-06,A,0,,,COR-01,2026-09-15
CL-2026-0002,FR-EAF/oral,FR-EAF-COMP-01,B,1,,,COR-01,2026-09-15
CL-2026-0002,FR-EAF/oral,FR-EAF-COMP-02,B,1,,,COR-01,2026-09-15
CL-2026-0002,FR-EAF/oral,FR-EAF-COMP-03,B,1,,,COR-01,2026-09-15
CL-2026-0002,FR-EAF/oral,FR-EAF-COMP-05,A,1,,,COR-01,2026-09-15
CL-2026-0002,FR-EAF/oral,FR-EAF-COMP-06,C,1,,,COR-01,2026-09-15
CL-2026-0002,FR-EAF/oral,FR-EAF-COMP-07,A,1,,,COR-01,2026-09-15
CL-2026-0002,FR-EAF/oral,FR-EAF-COMP-11,,1,FR-ERR-THESE,,COR-01,2026-09-15
CL-2026-0002,FR-EAF/oral,FR-EAF-COMP-09,,0,FR-ERR-THESE,,COR-01,2026-09-15
CL-2026-0002,FR-EAF/oral,FR-EAF-COMP-10,,0,FR-ERR-CONNECT,,COR-01,2026-09-15
CL-2026-0002,FR-EAF/oral,FR-EAF-GRAM-01,B,1,,,COR-01,2026-09-15
CL-2026-0002,FR-EAF/oral,FR-EAF-GRAM-02,B,1,,,COR-01,2026-09-15
CL-2026-0002,FR-EAF/oral,FR-EAF-GRAM-03,B,1,,,COR-01,2026-09-15
CL-2026-0002,FR-EAF/oral,FR-EAF-GRAM-04,B,1,,,COR-01,2026-09-15
CL-2026-0002,FR-EAF/oral,FR-EAF-GRAM-05,A,0,,,COR-01,2026-09-15
CL-2026-0002,FR-EAF/oral,FR-EAF-GRAM-06,A,0,,,COR-01,2026-09-15
CL-2026-0002,FR-EAF/oral,FR-EAF-GRAM-07,,0,FR-ERR-GRAM-NATURE,,COR-01,2026-09-15
CL-2026-0002,FR-EAF/oral,FR-EAF-GRAM-08,,0,FR-ERR-GRAM-NATURE,,COR-01,2026-09-15
CL-2026-0002,FR-EAF/oral,FR-EAF-ANAL-01,,2,,,COR-01,2026-09-15
CL-2026-0002,FR-EAF/oral,FR-EAF-ANAL-02,,2,,,COR-01,2026-09-15
CL-2026-0002,FR-EAF/oral,FR-EAF-ANAL-03,,2,,,COR-01,2026-09-15
CL-2026-0002,FR-EAF/oral,FR-EAF-ANAL-04,,0,FR-ERR-PROCEDE-IDENT,,COR-01,2026-09-15
CL-2026-0002,FR-EAF/oral,FR-EAF-ANAL-05,,0,FR-ERR-PROCEDE-EFFET,,COR-01,2026-09-15
CL-2026-0002,FR-EAF/oral,FR-EAF-ANAL-06,,0,FR-ERR-PROCEDE-IDENT,,COR-01,2026-09-15
CL-2026-0002,FR-MAI/standard,FR-MAI-0-LANG,3,,,,COR-01,2026-09-15
CL-2026-0002,FR-MAI/standard,FR-MAI-0-LEXA,3,,,,COR-01,2026-09-15
CL-2026-0002,FR-MAI/standard,FR-MAI-0-COMPA,3,,,,COR-01,2026-09-15
